15000US040070010005,"Block Group 5, Census Tract 10, Gila County, Arizona",765,563.9826,28.9,56345,1988,-110.8133261,33.39146977
15000US040099616003,"Block Group 3, Census Tract 9616, Graham County, Arizona",1199,3493.908,39.1,,-109.7236166,32.71788911
15000US040129800001,"Block Group 1, Census Tract 9800, La Paz County, Arizona",0,0,-114.4150502,33.28279774
15000US040130405021,"Block Group 1, Census Tract 405.02, Maricopa County, Arizona",295,192.4952,56.8,92639,1977,-112.7227638,33.97681961
15000US040130405193,"Block Group 3, Census Tract 405.19, Maricopa County, Arizona",1013,2127.87,68.2,85800370600,-112.3321053,33.72912795
15000US040130405251,"Block Group 1, Census Tract 405.25, Maricopa County, Arizona",558,2835.764,70.3,54231269700,-112.4416847,33.65542573
15000US040130405252,"Block Group 2, Census Tract 405.25, Maricopa County, Arizona",544,2557.915,70.3,54871294100,-112.4307835,33.66338644
15000US040130405254,"Block Group 4, Census Tract 405.25, Maricopa County, Arizona",658,3277.804,71.1,63508271800,-112.4174907,33.66920459
15000US040130405255,"Block Group 5, Census Tract 405.25, Maricopa County, Arizona",656,1717.698,69.9,66923322800,-112.420979,33.66264078
15000US040130405256,"Block Group 6, Census Tract 405.25, Maricopa County, Arizona",351,2062.345,73.2,58837276300,-112.4236365,33.65638255
15000US040130405284,"Block Group 4, Census Tract 405.28, Maricopa County, Arizona",676,1384.801,71.7,47083294400,-112.4030227,33.66490218
15000US040130506052,"Block Group 2, Census Tract 506.05, Maricopa County, Arizona",1343,37.77394,36,78750177800,-112.7111715,33.55278643
15000US040130610171,"Block Group 1, Census Tract 610.17, Maricopa County, Arizona",3389,2705.542,35,,-112.4380445,33.47117355
15000US040130610301,"Block Group 1, Census Tract 610.30, Maricopa County, Arizona",1893,4299.438,39.9,89519255700,-112.450855,33.62058225
15000US040130610392,"Block Group 2, Census Tract 610.39, Maricopa County, Arizona",594,1478.495,31.8,105833,2005,-112.3685579,33.58338633
15000US040130611001,"Block Group 1, Census Tract 611, Maricopa County, Arizona",743,216.5592,21.3,,-112.3766333,33.53553543
15000US040130715141,"Block Group 1, Census Tract 715.14, Maricopa County, Arizona",641,6587.633,49,87837188300,-112.2450132,33.62864988
15000US040130932002,"Block Group 2, Census Tract 932, Maricopa County, Arizona",87,57.75019,29.3,46250,1958,-112.2247409,33.55951971
15000US040131032051,"Block Group 1, Census Tract 1032.05, Maricopa County, Arizona",1473,2395.691,46.6,101806415300,-111.966069,33.60414034
15000US040131032061,"Block Group 1, Census Tract 1032.06, Maricopa County, Arizona",1184,3124.06,48.6,118611424100,-111.9533287,33.60006462
15000US040131036054,"Block Group 4, Census Tract 1036.05, Maricopa County, Arizona",925,3195.899,50.8,110735355400,-112.0695193,33.62136277
15000US040131063003,"Block Group 3, Census Tract 1063, Maricopa County, Arizona",851,3464.723,55,50588,1976,-112.0607963,33.54913723
15000US040131125132,"Block Group 2, Census Tract 1125.13, Maricopa County, Arizona",0,0,-112.18287,33.42993276
15000US040131134001,"Block Group 1, Census Tract 1134, Maricopa County, Arizona",286,1140.904,36.2,,-112.0258315,33.454973
15000US040131138021,"Block Group 1, Census Tract 1138.02, Maricopa County, Arizona",0,0,-112.0026961,33.43290757
15000US040131147032,"Block Group 2, Census Tract 1147.03, Maricopa County, Arizona",3192,6373.576,31.1,,-112.1258748,33.42602161
15000US040132168501,"Block Group 1, Census Tract 2168.50, Maricopa County, Arizona",553,4100.147,38.8,121094377100,-111.8796167,33.62186892
15000US040133190004,"Block Group 4, Census Tract 3190, Maricopa County, Arizona",4521,12309.86,19.2,,-111.9325925,33.41832137
15000US040134202103,"Block Group 3, Census Tract 4202.10, Maricopa County, Arizona",1014,4049.833,50.5,50821165800,-111.6885347,33.44823785
15000US040134225092,"Block Group 2, Census Tract 4225.09, Maricopa County, Arizona",852,3064.325,38.6,115903232900,-111.7651548,33.36254683
15000US040134226223,"Block Group 3, Census Tract 4226.22, Maricopa County, Arizona",137,516.0164,20.5,126250286400,-111.6908837,33.37444543
15000US040136100002,"Block Group 2, Census Tract 6100, Maricopa County, Arizona",2414,100.0185,43.1,85507,2000,-112.1836351,33.83334582
15000US040136100003,"Block Group 3, Census Tract 6100, Maricopa County, Arizona",2061,1723.132,30.3,117757260800,-112.1526198,33.88341779
15000US040136102001,"Block Group 1, Census Tract 6102, Maricopa County, Arizona",580,782.1506,60.5,104000511900,-112.0873475,33.85208768
15000US040136106001,"Block Group 1, Census Tract 6106, Maricopa County, Arizona",166,75.09135,33.2,,-112.1050415,33.81199298
15000US040136115001,"Block Group 1, Census Tract 6115, Maricopa County, Arizona",2105,2631.216,37.4,99250331600,-112.168483,33.72293392
15000US040136145003,"Block Group 3, Census Tract 6145, Maricopa County, Arizona",203,1045.588,43,63850,1969,-112.1165626,33.68655806
15000US040136156001,"Block Group 1, Census Tract 6156, Maricopa County, Arizona",743,2469.238,73.7,42583264000,-112.2510468,33.65690985
15000US040136199004,"Block Group 4, Census Tract 6199, Maricopa County, Arizona",1257,4724.184,49.3,82450472800,-111.9643069,33.64439403
15000US040137233031,"Block Group 1, Census Tract 7233.03, Maricopa County, Arizona",47,2.976403,63,,-112.3796421,33.33846373
15000US040138124001,"Block Group 1, Census Tract 8124, Maricopa County, Arizona",191,68.53378,32.9,47000140200,-111.8068509,33.27272762
15000US040138130001,"Block Group 1, Census Tract 8130, Maricopa County, Arizona",2428,2457.974,64.2,70863297800,-111.8498489,33.22569162
15000US040138153002,"Block Group 2, Census Tract 8153, Maricopa County, Arizona",1399,2885.676,40.8,140104453000,-111.7812099,33.30290609
15000US040139410002,"Block Group 2, Census Tract 9410, Maricopa County, Arizona",86,2.011503,20.7,58750,1989,-112.0595706,33.2517201
15000US040139411001,"Block Group 1, Census Tract 9411, Maricopa County, Arizona",47,1.347664,24.6,,-111.9443139,33.24774582
15000US040139413002,"Block Group 2, Census Tract 9413, Maricopa County, Arizona",1039,19.57224,30.5,30862,1988,-111.7554977,33.52976224
15000US040139801001,"Block Group 1, Census Tract 9801, Maricopa County, Arizona",0,0,-112.8818408,32.66948529
15000US040139804001,"Block Group 1, Census Tract 9804, Maricopa County, Arizona",12,7.937649,29.5,,-111.9587953,33.29807383
15000US040139805001,"Block Group 1, Census Tract 9805, Maricopa County, Arizona",30,21.67785,-111.8863348,33.24403493
15000US040139807001,"Block Group 1, Census Tract 9807, Maricopa County, Arizona",0,0,-111.7392108,33.6845921
15000US040190005001,"Block Group 1, Census Tract 5, Pima County, Arizona",516,19739.95,19,,-110.9552218,32.23287478
15000US040190005004,"Block Group 4, Census Tract 5, Pima County, Arizona",3927,14910.06,19.2,,-110.9495982,32.23012098
15000US040190005005,"Block Group 5, Census Tract 5, Pima County, Arizona",0,0,-110.9507735,32.23294813
15000US040190036002,"Block Group 2, Census Tract 36, Pima County, Arizona",5,0.5205833,-110.8242713,32.15089143
15000US040190036003,"Block Group 3, Census Tract 36, Pima County, Arizona",167,35.34195,14.9,,-110.885094,32.16936866
15000US040190036005,"Block Group 5, Census Tract 36, Pima County, Arizona",701,647.722,20.8,,-110.8813239,32.1857269
15000US040190037024,"Block Group 4, Census Tract 37.02, Pima County, Arizona",760,4211.345,25.1,23359,1972,-110.9520981,32.13680016
15000US040190040382,"Block Group 2, Census Tract 40.38, Pima County, Arizona",632,4309.385,51,46625137200,-110.8358377,32.18223651
15000US040190041101,"Block Group 1, Census Tract 41.10, Pima County, Arizona",1532,5710.484,34.5,52420108400,-110.9390976,32.1593278
15000US040190041131,"Block Group 1, Census Tract 41.13, Pima County, Arizona",5108,4547.6,34.7,,-110.8671746,32.06772013
15000US040190045043,"Block Group 3, Census Tract 45.04, Pima County, Arizona",498,2618.731,64.6,28984,1977,-111.0035694,32.26848473
15000US040190046221,"Block Group 1, Census Tract 46.22, Pima County, Arizona",1412,1754.992,39.8,62463248900,-110.984029,32.36221157
15000US040190046282,"Block Group 2, Census Tract 46.28, Pima County, Arizona",608,1417.011,57.9,60662230100,-111.0251194,32.32968319
15000US040210002042,"Block Group 2, Census Tract 2.04, Pinal County, Arizona",1455,485.8419,46.6,23462,1997,-111.5432244,33.26597809
15000US040210009012,"Block Group 2, Census Tract 9.01, Pinal County, Arizona",3160,12474.22,31.8,,-111.374777,33.0420587
15000US040210020022,"Block Group 2, Census Tract 20.02, Pinal County, Arizona",7837,7879.605,34.3,,-111.5239636,32.81420189
15000US040239661011,"Block Group 1, Census Tract 9661.01, Santa Cruz County, Arizona",320,2.61557,60.2,56528,1987,-111.0276795,31.66103239
15000US040250004013,"Block Group 3, Census Tract 4.01, Yavapai County, Arizona",340,792.1863,61,54922,1974,-112.4746466,34.58432551
15000US040270109052,"Block Group 2, Census Tract 109.05, Yuma County, Arizona",185,88.47636,30.2,44607,2002,-114.4587978,32.690926
15000US040270109113,"Block Group 3, Census Tract 109.11, Yuma County, Arizona",580,179.3445,23.9,21607,1985,-114.5189423,32.69221335
15000US040270109141,"Block Group 1, Census Tract 109.14, Yuma County, Arizona",242,4.436366,41.1,46875,1980,-114.4670972,32.86554441
15000US040279800031,"Block Group 1, Census Tract 9800.03, Yuma County, Arizona",0,0,-113.6125756,32.27274804
15000US040279800041,"Block Group 1, Census Tract 9800.04, Yuma County, Arizona",0,0,-113.9136291,32.52776166
15000US040279800051,"Block Group 1, Census Tract 9800.05, Yuma County, Arizona",535,24.56495,34.4,,-114.619371,32.46211957
15000US050070209024,"Block Group 4, Census Tract 209.02, Benton County, Arkansas",1197,84.16045,40.4,65648,2001,-94.36801009,36.40694347
15000US050310011001,"Block Group 1, Census Tract 11, Craighead County, Arkansas",748,15.00792,38.5,52634,1979,-90.4852813,35.89572257
15000US050450308003,"Block Group 3, Census Tract 308, Faulkner County, Arkansas",1954,5199.513,19.5,,-92.45872389,35.07573785
15000US050554801003,"Block Group 3, Census Tract 4801, Greene County, Arkansas",583,8.098001,48.6,37598,1971,-90.33296935,36.12516851
15000US050690001021,"Block Group 1, Census Tract 1.02, Jefferson County, Arkansas",1918,175.0649,36.8,,-91.90272945,34.4457281
15000US050690014022,"Block Group 2, Census Tract 14.02, Jefferson County, Arkansas",353,1590.6,38.9,35083,1958,-92.04652963,34.22006557
15000US050799603002,"Block Group 2, Census Tract 9603, Lincoln County, Arkansas",376,4.666303,54.9,36477,1976,-91.61838217,33.89708146
15000US050910210008,"Block Group 8, Census Tract 210, Miller County, Arkansas",885,11.99848,54.3,53920,1995,-93.94710363,33.06351065
15000US050919800001,"Block Group 1, Census Tract 9800, Miller County, Arkansas",50,29.37615,21.8,,-93.99103168,33.45156318
15000US051190011002,"Block Group 2, Census Tract 11, Pulaski County, Arkansas",249,1698.97,52.1,18611,1953,-92.2937374,34.72590268
15000US051190032051,"Block Group 1, Census Tract 32.05, Pulaski County, Arkansas",0,0,-92.30945577,34.79798249
15000US051190035003,"Block Group 3, Census Tract 35, Pulaski County, Arkansas",773,85.58056,21.9,51083,1959,-92.13635673,34.90505651
15000US051190043051,"Block Group 1, Census Tract 43.05, Pulaski County, Arkansas",5008,1112.169,36.2,90385263300,-92.428124,34.85700186
15000US051190048001,"Block Group 1, Census Tract 48, Pulaski County, Arkansas",391,635.3881,26.9,,-92.3299568,34.74834219
15000US051219602004,"Block Group 4, Census Tract 9602, Randolph County, Arkansas",879,10.29078,40.2,,1989,-91.06104152,36.43884858
15000US051239606001,"Block Group 1, Census Tract 9606, St. Francis County, Arkansas",1387,700.3815,36.7,,-90.80258038,34.97334944
15000US051299701002,"Block Group 2, Census Tract 9701, Searcy County, Arkansas",793,12.05171,55.1,55938,1986,-92.87709006,36.03557204
15000US051430113004,"Block Group 4, Census Tract 113, Washington County, Arkansas",4571,12153.59,19.1,2499,2016,-94.17588157,36.06734589
15000US051430113005,"Block Group 5, Census Tract 113, Washington County, Arkansas",0,0,-94.17996719,36.05882016
15000US060014017003,"Block Group 3, Census Tract 4017, Alameda County, California",83,51.50768,46.5,,-122.309067,37.81904411
15000US060014078001,"Block Group 1, Census Tract 4078, Alameda County, California",922,3339.695,20.4,,-122.1822178,37.78091154
15000US060014090002,"Block Group 2, Census Tract 4090, Alameda County, California",0,0,-122.209047,37.74490581
15000US060014090004,"Block Group 4, Census Tract 4090, Alameda County, California",0,0,-122.2190404,37.72113206
15000US060014100003,"Block Group 3, Census Tract 4100, Alameda County, California",13,21.63627,-122.1412025,37.75254712
15000US060014272005,"Block Group 5, Census Tract 4272, Alameda County, California",75,742.8093,20.9,,-122.2486746,37.78065057
15000US060014334005,"Block Group 5, Census Tract 4334, Alameda County, California",1395,18549.49,42.6,118243661000,-122.1637921,37.6878845
15000US060014351032,"Block Group 2, Census Tract 4351.03, Alameda County, California",2905,2285.876,41.3,142891750600,-122.0353046,37.69073162
15000US060014432002,"Block Group 2, Census Tract 4432, Alameda County, California",1106,516.396,51.8,2500012000001,-121.8915363,37.47715809
15000US060014501022,"Block Group 2, Census Tract 4501.02, Alameda County, California",1842,5061.538,33.7,,-121.8841659,37.71887467
15000US060014504002,"Block Group 2, Census Tract 4504, Alameda County, California",1079,5397.914,46.6,92250544800,-121.9305956,37.71588829
15000US060014511014,"Block Group 4, Census Tract 4511.01, Alameda County, California",0,0,-121.7073106,37.6892131
15000US060014515033,"Block Group 3, Census Tract 4515.03, Alameda County, California",531,6053.531,40.7,125870430500,-121.7533968,37.68336196
15000US060070006033,"Block Group 3, Census Tract 6.03, Butte County, California",1116,17422.39,18.7,,-121.8456899,39.73172032
15000US060090005033,"Block Group 3, Census Tract 5.03, Calaveras County, California",312,181.0169,64.1,33333,1980,-120.3592374,38.22848564
15000US060133010002,"Block Group 2, Census Tract 3010, Contra Costa County, California",997,513.9557,62.4,34348,1975,-121.6289306,38.0296388
15000US060133332001,"Block Group 1, Census Tract 3332, Contra Costa County, California",471,3891.476,56.1,93194437300,-121.9757831,37.97295212
15000US060133521021,"Block Group 1, Census Tract 3521.02, Contra Costa County, California",1290,687.3165,46.3,1753751045300,-122.1292611,37.81327298
15000US060133553041,"Block Group 1, Census Tract 3553.04, Contra Costa County, California",2288,2290.217,46,147700660700,-121.9260061,37.94993292
15000US060170320002,"Block Group 2, Census Tract 320, El Dorado County, California",76,3.932219,33.2,,1971,-120.0685371,38.86828035
15000US060170320003,"Block Group 3, Census Tract 320, El Dorado County, California",119,2.469372,57.7,55750,1969,-120.1238406,38.95774432
15000US060179900000,"Block Group 0, Census Tract 9900, El Dorado County, California",0,-120.0430515,39.00448508
15000US060190007001,"Block Group 1, Census Tract 7, Fresno County, California",399,1599.102,34.4,61447,1971,-119.8266472,36.72492082
15000US060190059071,"Block Group 1, Census Tract 59.07, Fresno County, California",77,267.2724,27.9,,-119.6620568,36.84036716
15000US060190079011,"Block Group 1, Census Tract 79.01, Fresno County, California",3788,3744.707,37.1,,-120.2449266,36.13004975
15000US060190084022,"Block Group 2, Census Tract 84.02, Fresno County, California",576,4.226242,29.9,41324,1983,-120.6918107,36.83944739
15000US060210102001,"Block Group 1, Census Tract 102, Glenn County, California",1035,216.9705,45.4,,1988,-122.2274105,39.7437175
15000US060250101011,"Block Group 1, Census Tract 101.01, Imperial County, California",4223,28.8458,33.9,,1968,-115.469094,33.19087709
15000US060250110002,"Block Group 2, Census Tract 110, Imperial County, California",525,1867.333,28,64649,1976,-115.5669302,32.85076764
15000US060250119001,"Block Group 1, Census Tract 119, Imperial County, California",320,7.409155,54.4,28699,1972,-115.5921967,32.69199188
15000US060250123012,"Block Group 2, Census Tract 123.01, Imperial County, California",126,15.69867,33.8,,1988,-116.0028632,32.74505789
15000US060250124002,"Block Group 2, Census Tract 124, Imperial County, California",202,0.09247015,68.1,26250,1973,-115.0074987,33.08081013
15000US060290025002,"Block Group 2, Census Tract 25, Kern County, California",1629,5287.114,32.2,,1971,-118.9897869,35.34396935
15000US060290028204,"Block Group 4, Census Tract 28.20, Kern County, California",1177,4711.82,38,85739275000,-119.1142328,35.31444506
15000US060290039002,"Block Group 2, Census Tract 39, Kern County, California",455,647.8505,40.6,,-119.1127722,35.5028774
15000US060290043021,"Block Group 1, Census Tract 43.02, Kern County, California",5607,3637.903,33,,-119.4116509,35.59057233
15000US060290046011,"Block Group 1, Census Tract 46.01, Kern County, California",4293,4380.799,32.1,,-119.3123457,35.78306883
15000US060290046031,"Block Group 1, Census Tract 46.03, Kern County, California",2329,3079.837,34.1,,-119.3223113,35.76731207
15000US060290046043,"Block Group 3, Census Tract 46.04, Kern County, California",108,432.8048,30.6,,-119.3074374,35.76493941
15000US060290052015,"Block Group 5, Census Tract 52.01, Kern County, California",110,81.39742,58.8,,1976,-118.5474313,35.72627238
15000US060290054011,"Block Group 1, Census Tract 54.01, Kern County, California",1364,5286.204,43.3,32917,1971,-117.6743066,35.64806742
15000US060290055012,"Block Group 2, Census Tract 55.01, Kern County, California",1335,172.0382,36.6,67844,1979,-117.7565929,35.62839548
15000US060290055014,"Block Group 4, Census Tract 55.01, Kern County, California",26,25.854721970,-117.8126691,35.65334462
15000US060290060021,"Block Group 1, Census Tract 60.02, Kern County, California",4495,1723.611,40.2,,-118.5704106,35.1128799
15000US060310016021,"Block Group 1, Census Tract 16.02, Kings County, California",9965,5044.373,39.9,,-119.5540633,36.05795105
15000US060310017015,"Block Group 5, Census Tract 17.01, Kings County, California",30,0.1015331,-120.080169,35.90053829
15000US060319818001,"Block Group 1, Census Tract 9818, Kings County, California",4639,5873.126,40.2,,-120.1209316,35.97074197
15000US060330007023,"Block Group 3, Census Tract 7.02, Lake County, California",32,0.7389898,50.6,,-122.5008804,38.97674491
15000US060350404002,"Block Group 2, Census Tract 404, Lassen County, California",7968,4313.326,31.2,,-120.5090881,40.40426102
15000US060372653011,"Block Group 1, Census Tract 2653.01, Los Angeles County, California",10384,16853.15,19.3,,-118.4454531,34.07108012
15000US060372772002,"Block Group 2, Census Tract 2772, Los Angeles County, California",67,262.2436,33.5,,-118.3817155,33.95062438
15000US060373200001,"Block Group 1, Census Tract 3200, Los Angeles County, California",0,0,-118.3515705,34.13886576
15000US060374002074,"Block Group 4, Census Tract 4002.07, Los Angeles County, California",0,0,-117.7586827,34.1562757
15000US060374013042,"Block Group 2, Census Tract 4013.04, Los Angeles County, California",243,110.7043,41.1,,1939,-117.7973547,34.08729461
15000US060374019012,"Block Group 2, Census Tract 4019.01, Los Angeles County, California",2467,10263.99,20.1,,1939,-117.7113877,34.10265712
15000US060374024041,"Block Group 1, Census Tract 4024.04, Los Angeles County, California",2011,1244.852,19,,-117.8201703,34.05531291
15000US060374026001,"Block Group 1, Census Tract 4026, Los Angeles County, California",499,3562.589,37.5,333300,-117.7391912,34.0757281
15000US060374032001,"Block Group 1, Census Tract 4032, Los Angeles County, California",724,744.7454,60.6,,-117.8127932,34.03903945
15000US060374034082,"Block Group 2, Census Tract 4034.08, Los Angeles County, California",988,4934.291,49.5,102600630100,-117.8784651,34.02008072
15000US060374037213,"Block Group 3, Census Tract 4037.21, Los Angeles County, California",984,5934.654,36.5,100536425800,-117.8860556,34.0945827
15000US060374055001,"Block Group 1, Census Tract 4055, Los Angeles County, California",572,7846.246,37.7,125375393600,-117.9235666,34.08150194
15000US060374056003,"Block Group 3, Census Tract 4056, Los Angeles County, California",1205,12358.53,32,86450452400,-117.9175399,34.07409455
15000US060374070011,"Block Group 1, Census Tract 4070.01, Los Angeles County, California",1142,10013.6,41.5,89583300800,-117.9828704,34.06119871
15000US060374086242,"Block Group 2, Census Tract 4086.24, Los Angeles County, California",995,5525.453,48.7,86696592200,-117.9532112,33.99118487
15000US060374300033,"Block Group 3, Census Tract 4300.03, Los Angeles County, California",0,0,-117.9396633,34.18195834
15000US060374303012,"Block Group 2, Census Tract 4303.01, Los Angeles County, California",0,0,-117.9797802,34.18157013
15000US060374600002,"Block Group 2, Census Tract 4600, Los Angeles County, California",917,4681.326,59.6,99327688900,-118.0743134,34.16594549
