Geo_GEOID,Geo_NAME,SE_T002_001,SE_T002_002,SE_T002_003,SE_T012_001,SE_T012_002,SE_T012_003,SE_T057_001,SE_T098_001,SE_T104_001,ACS16_5yr_B25077001,ACS16_5yr_B25077001s
05000US18005,"Bartholomew County, Indiana",80203,197.1103,406.894018,37.9,36.4,39.1,55874,1975,825,137500,2298.181818
05000US18007,"Benton County, Indiana",8709,21.4287,406.4175,40.5,37.4,42.5,48069,1952,706,81500,2598.787879
05000US18009,"Blackford County, Indiana",12364,74.89713,165.0797703,43.4,42.1,45.8,38791,1963,580,67100,2189.69697
05000US18011,"Boone County, Indiana",61884,146.3284,422.9116861,38.9,37.3,40.2,72774,1988,818,195900,5107.878788
05000US18013,"Brown County, Indiana",14965,47.96667,311.9874841,48.3,47,49.3,56323,1981,901,171600,5938.181818
05000US18015,"Carroll County, Indiana",20007,53.74931,372.2280721,42.3,41.1,43.4,54140,1960,661,119200,3369.090909
05000US18017,"Cass County, Indiana",38324,92.98448,412.154793,40.5,38.9,42.4,43918,1952,631,82500,1533.333333
05000US18019,"Clark County, Indiana",113993,305.7502,372.8304409,38.8,37.8,39.8,51844,1976,768,129500,1446.666667
05000US18021,"Clay County, Indiana",26568,74.3009,357.5730667,40.4,40,41.2,49735,1966,672,96600,2436.969697
05000US18023,"Clinton County, Indiana",32692,80.7076,405.0672173,38.6,37.1,39.8,50096,1958,688,98700,2265.454545
05000US18025,"Crawford County, Indiana",10582,34.62253,305.6391489,43.3,43.3,43.2,41173,1984,550,88600,3113.939394
05000US18027,"Daviess County, Indiana",32583,75.8646,429.4888409,34.6,32.6,36.5,47939,1970,633,113600,3704.242424
05000US18029,"Dearborn County, Indiana",49552,162.4474,305.0340372,42.3,41.4,42.9,60834,1977,737,159800,2266.666667
05000US18031,"Decatur County, Indiana",26340,70.69854,372.5678173,39.1,38.3,39.7,51185,1971,766,119300,3148.484848
05000US18033,"DeKalb County, Indiana",42489,117.1036,362.8325815,38.9,38.2,39.6,50398,1972,664,113800,2592.727273
05000US18035,"Delaware County, Indiana",116463,297.0024,392.1281612,35.1,34,36.5,39537,1963,683,87800,1058.787879
05000US18037,"Dubois County, Indiana",42345,99.1059,427.2702298,40.9,40.1,42.2,55154,1976,601,140700,3696.969697
05000US18039,"Elkhart County, Indiana",201640,435.3441,463.1738525,35.3,34.3,36.2,49692,1975,725,125300,1446.666667
05000US18041,"Fayette County, Indiana",23608,109.794,215.0209067,42.4,40.5,44.2,40851,1962,662,79900,1591.515152
05000US18043,"Floyd County, Indiana",76290,515.5131,147.9884664,40,39.1,40.7,57494,1974,739,158300,1818.787879
05000US18045,"Fountain County, Indiana",16741,42.31098,395.6656479,42.5,40.3,44,45924,1963,617,88300,1900.606061
05000US18047,"Franklin County, Indiana",22887,59.53481,384.4305564,42.1,40.8,43,52128,1974,676,143000,6186.060606
05000US18049,"Fulton County, Indiana",20412,55.4091,368.3871153,41.5,41,42.3,46310,1966,626,93700,2549.69697
05000US18051,"Gibson County, Indiana",33684,69.09609,487.4950031,40.3,38.7,42,49669,1970,650,106300,2545.454545
05000US18053,"Grant County, Indiana",68269,164.8706,414.0763339,39.8,38.7,40.8,40272,1963,661,84600,1478.787879
05000US18055,"Greene County, Indiana",32633,60.15195,542.5094603,42.6,41.9,43.3,45153,1975,579,91400,2820.606061
05000US18057,"Hamilton County, Indiana",303042,768.5627,394.2970052,36.3,35.5,37.1,87782,1996,1071,230000,1912.727273
05000US18059,"Hancock County, Indiana",71955,235.1339,306.0171954,39.8,38.9,41.4,68449,1986,846,160900,1809.69697
05000US18061,"Harrison County, Indiana",39370,81.25642,484.5155545,42.5,41.9,43,52926,1981,698,133400,3018.181818
05000US18063,"Hendricks County, Indiana",155817,382.9431,406.8933509,37.5,36.4,38.6,73042,1994,1001,165200,1360.606061
05000US18065,"Henry County, Indiana",48953,124.9195,391.8762373,42.5,41.1,44.5,44509,1960,651,94000,2389.69697
05000US18067,"Howard County, Indiana",82728,282.3509,292.9970888,41.5,39.3,42.9,45928,1967,664,97900,1610.30303
05000US18069,"Huntington County, Indiana",36696,95.90008,382.6482841,40.1,38.8,41.5,47042,1956,679,99700,2443.030303
05000US18071,"Jackson County, Indiana",43637,85.67785,509.314854,38.3,37.9,38.9,48546,1976,705,115100,2464.848485
05000US18073,"Jasper County, Indiana",33461,59.79142,559.628823,39.1,38.5,39.9,55485,1980,735,149100,3013.333333
05000US18075,"Jay County, Indiana",21196,55.21154,383.9052845,39.4,37.2,41.3,42322,1957,594,81100,2024.242424
05000US18077,"Jefferson County, Indiana",32482,90.06958,360.6323056,40.5,40.2,40.9,47065,1972,703,112700,3387.272727
05000US18079,"Jennings County, Indiana",28023,74.41245,376.5902483,39.6,38.7,41.3,47236,1980,709,97600,2289.090909
05000US18081,"Johnson County, Indiana",147567,460.5283,320.4298398,37.4,36.3,38.4,63023,1988,863,146600,1751.515152
05000US18083,"Knox County, Indiana",37956,73.55402,516.0288557,38.1,35,41.7,44624,1958,653,85100,2596.363636
05000US18085,"Kosciusko County, Indiana",78461,147.6439,531.4205564,37.8,36.6,39.2,54482,1977,737,136700,2047.272727
05000US18087,"LaGrange County, Indiana",38395,101.1379,379.63004,31.1,29.5,32.7,53947,1975,697,170600,5683.030303
05000US18089,"Lake County, Indiana",489698,981.5748,498.8901694,38.2,36.8,39.7,50905,1963,831,137800,1092.121212
05000US18091,"LaPorte County, Indiana",110993,185.5057,598.3267629,40,38.1,42.4,48165,1966,709,123700,2026.666667
05000US18093,"Lawrence County, Indiana",45696,101.7324,449.1785939,42.4,41.6,43.5,46044,1975,632,103400,3167.878788
05000US18095,"Madison County, Indiana",129862,287.3586,451.9162251,40,38.6,41.5,44795,1964,721,90800,1190.30303
05000US18097,"Marion County, Indiana",932142,2351.654,396.3771878,34.1,33.1,35.1,43369,1971,806,120500,541.8181818
05000US18099,"Marshall County, Indiana",46833,105.5679,443.6290516,39.8,37.9,41.5,49725,1971,667,124600,2235.757576
05000US18101,"Martin County, Indiana",10218,30.4324,335.7605302,42.7,41.7,43.6,47457,1976,509,95400,3223.030303
05000US18103,"Miami County, Indiana",36093,96.54607,373.8422634,39.8,38.3,41.1,45646,1957,667,85600,1368.484848
05000US18105,"Monroe County, Indiana",143292,363.2025,394.5236997,28.6,27.9,29.5,43389,1983,851,161300,1932.727273
05000US18107,"Montgomery County, Indiana",38108,75.51853,504.6178747,40.4,38.1,42.2,50253,1965,647,111600,2218.787879
05000US18109,"Morgan County, Indiana",69504,172.0446,403.9881822,41.2,40.3,42.1,57521,1979,767,144400,2544.242424
05000US18111,"Newton County, Indiana",14022,34.90189,401.7547201,42.9,42.4,43.8,50058,1968,691,112500,3037.575758
05000US18113,"Noble County, Indiana",47587,115.8283,410.8407112,38.4,37.5,39.6,49657,1973,655,111200,2629.69697
05000US18115,"Ohio County, Indiana",6003,69.68878,86.14011802,46.2,45.5,47.3,54653,1978,656,146400,7698.181818
05000US18117,"Orange County, Indiana",19579,49.14564,398.3873408,40.9,40.3,42.2,41438,1977,578,88400,1916.969697
05000US18119,"Owen County, Indiana",21038,54.60164,385.2997744,44.3,43.8,45.1,45388,1983,646,108500,4360
05000US18121,"Parke County, Indiana",17033,38.3029,444.6921978,41.6,42.1,41.4,42664,1974,555,88300,3315.757576
05000US18123,"Perry County, Indiana",19301,50.5623,381.7270999,41.1,39,43.7,47396,1969,582,100000,3555.151515
05000US18125,"Pike County, Indiana",12554,37.55947,334.2432783,43.4,43.4,43.5,48076,1970,594,89500,3163.030303
05000US18127,"Porter County, Indiana",167016,399.4997,418.0628852,39.4,38.3,40.6,64874,1979,873,168300,1364.242424
05000US18129,"Posey County, Indiana",25527,62.32597,409.5724675,42.7,42.1,43.5,59918,1973,684,136900,3226.666667
05000US18131,"Pulaski County, Indiana",12910,29.77061,433.6491567,41.6,40.1,43.8,44884,1962,656,92000,3036.363636
05000US18133,"Putnam County, Indiana",37626,78.29985,480.537306,37.8,36.7,40.1,52465,1976,715,121700,3208.484848
05000US18135,"Randolph County, Indiana",25403,56.15422,452.3791523,42,40.6,43.2,42418,1955,611,79000,1625.454545
05000US18137,"Ripley County, Indiana",28633,64.13835,446.4255433,40.8,39.6,41.8,52372,1975,686,138300,4313.333333
05000US18139,"Rush County, Indiana",16873,41.34286,408.1237133,41.2,40.3,41.9,46380,1955,664,100300,3235.757576
05000US18141,"St. Joseph County, Indiana",267696,584.6378,457.8834744,36.4,35.3,37.5,46174,1967,721,116800,965.4545455
05000US18143,"Scott County, Indiana",23734,124.6553,190.3970397,40.9,40.4,41.1,46368,1976,753,98400,3311.515152
05000US18145,"Shelby County, Indiana",44404,107.9969,411.1597984,41.5,40.5,42.3,52651,1967,725,124800,2493.939394
05000US18147,"Spencer County, Indiana",20777,52.36229,396.7932145,42.8,42.5,43.1,54870,1976,621,118300,2765.454545
05000US18149,"Starke County, Indiana",23069,74.62419,309.1356655,41.9,41.5,42.3,43401,1973,659,99100,2468.484848
05000US18151,"Steuben County, Indiana",34279,111.0159,308.7756082,42.1,41,43.2,50418,1978,696,130000,3654.545455
05000US18153,"Sullivan County, Indiana",21026,47.02448,447.1288052,41,39.9,41.9,43786,1969,665,77900,2296.363636
05000US18155,"Switzerland County, Indiana",10484,47.51176,220.6611614,40.1,39.7,40.5,43456,1988,767,114200,4866.060606
05000US18157,"Tippecanoe County, Indiana",183397,366.9385,499.803125,27.9,26.6,29.6,47406,1978,802,139500,1907.878788
05000US18159,"Tipton County, Indiana",15447,59.28822,260.5408087,44.5,43.1,45.5,54023,1960,713,110600,4726.060606
05000US18161,"Union County, Indiana",7251,44.97466,161.2241354,43.1,38.9,44.9,45104,1971,710,106100,4781.212121
05000US18163,"Vanderburgh County, Indiana",181692,777.526,233.6796371,37.7,36.5,39.2,43311,1965,728,118100,1452.727273
05000US18165,"Vermillion County, Indiana",15752,61.32087,256.8783114,43,41.5,44.7,44409,1955,578,76200,2067.272727
05000US18167,"Vigo County, Indiana",108099,267.9205,403.4741041,36.1,34.6,38.2,41221,1964,693,91900,1552.727273
05000US18169,"Wabash County, Indiana",32177,78.01682,412.4367402,42.1,40.8,43.8,47473,1956,640,96200,2302.424242
05000US18171,"Warren County, Indiana",8309,22.78427,364.6814487,44.5,44.1,44.8,58623,1971,759,110700,3856.969697
05000US18173,"Warrick County, Indiana",61427,159.6276,384.81441,40.6,39.2,42.2,61542,1981,785,153000,2282.424242
05000US18175,"Washington County, Indiana",27792,54.09895,513.7253393,41,39.8,43.1,44883,1978,633,104600,2874.545455
05000US18177,"Wayne County, Indiana",67423,167.8263,401.7427849,40.9,39.3,42.7,39691,1959,622,94300,1159.393939
05000US18179,"Wells County, Indiana",27836,75.6234,368.0871294,40.7,38.5,42.3,51568,1969,629,118800,2374.545455
05000US18181,"White County, Indiana",24265,48.03754,505.1258245,42.3,41,43.7,51547,1969,702,106600,3365.454545
05000US18183,"Whitley County, Indiana",33354,99.39526,335.56932,41.3,40.1,42.8,54837,1976,636,129800,3590.30303
05000US19001,"Adair County, Iowa",7330,12.87612,569.2706777,46,45,48.3,48765,1956,507,95000,2979.393939
05000US19003,"Adams County, Iowa",3822,9.026103,423.4385642,47.2,45.2,48.6,48598,1944,471,88900,5230.909091
05000US19005,"Allamakee County, Iowa",14001,21.90799,639.0818058,45.1,44.2,46.4,48089,1967,547,116200,3431.515152
05000US19007,"Appanoose County, Iowa",12602,25.34119,497.2930778,44.8,44.1,46.7,40817,1962,556,79300,2709.69697
05000US19009,"Audubon County, Iowa",5793,13.07789,442.9613234,48.3,48,49.4,47048,1950,533,66300,2786.666667
05000US19011,"Benton County, Iowa",25720,35.9085,716.264829,41.8,40.2,42.6,61222,1965,601,143000,3110.909091
05000US19013,"Black Hawk County, Iowa",132821,234.7564,565.7822415,34.8,33.9,35.7,50348,1963,721,133800,1721.818182
05000US19015,"Boone County, Iowa",26411,46.20768,571.5716243,41.1,39.3,42.5,54513,1963,656,122900,2543.636364
05000US19017,"Bremer County, Iowa",24663,56.63419,435.4790215,38.9,37.3,40.3,64264,1962,588,153200,2460.606061
05000US19019,"Buchanan County, Iowa",21031,36.83059,571.0199368,38.5,37.8,39.2,55881,1968,637,129900,4004.848485
05000US19021,"Buena Vista County, Iowa",20445,35.56259,574.9019131,35.4,34.4,36.2,49942,1961,610,106200,4058.181818
05000US19023,"Butler County, Iowa",14933,25.74067,580.1324423,43.7,42.1,45.3,52204,1952,571,110500,2621.818182
05000US19025,"Calhoun County, Iowa",9876,17.33099,569.8461367,45.4,42.4,48.1,44635,1954,519,76900,2161.212121
05000US19027,"Carroll County, Iowa",20555,36.09705,569.4370291,42,40.6,44.2,53785,1963,551,121800,3155.151515
05000US19029,"Cass County, Iowa",13433,23.80601,564.269314,44.6,42.6,46.8,45469,1952,597,91600,1813.939394
05000US19031,"Cedar County, Iowa",18389,31.73606,579.4354074,42.2,41.4,43.8,60435,1960,665,138600,3167.272727
05000US19033,"Cerro Gordo County, Iowa",43303,76.19787,568.2967365,44.3,42.6,46.1,47788,1957,645,115900,2360
05000US19035,"Cherokee County, Iowa",11752,20.37072,576.9063332,46.5,44.2,48.7,51590,1954,561,86300,1883.636364
05000US19037,"Chickasaw County, Iowa",12164,24.11673,504.3802581,44.2,42.7,45.3,48013,1958,542,103700,4172.727273
05000US19039,"Clarke County, Iowa",9273,21.50677,431.1665382,39.7,37.4,42.9,46510,1970,698,94900,6909.69697
05000US19041,"Clay County, Iowa",16478,29.04954,567.2379393,41.7,40.3,43.8,48888,1962,634,111600,5235.757576
05000US19043,"Clayton County, Iowa",17735,22.78101,778.4992116,45.9,45.1,47.4,48482,1956,584,111500,2473.939394
05000US19045,"Clinton County, Iowa",47972,69.03254,694.9186297,42.2,41.4,43.3,50067,1957,641,110900,2336.363636
05000US19047,"Crawford County, Iowa",17147,24.00903,714.1897368,37.9,37.4,38.4,49699,1961,568,88800,3678.181818
05000US19049,"Dallas County, Iowa",78074,132.6881,588.4023185,35,34.4,35.5,78918,1999,940,204700,2875.757576
05000US19051,"Davis County, Iowa",8768,17.45958,502.1883839,37.6,36.8,38.2,49696,1966,630,104500,3929.69697
05000US19053,"Decatur County, Iowa",8210,15.43576,531.8817539,36.8,34.7,39.3,38467,1967,504,79200,2796.969697
05000US19055,"Delaware County, Iowa",17445,30.1944,577.7562274,43.2,42.5,43.7,59452,1970,629,123200,3436.969697
05000US19057,"Des Moines County, Iowa",40114,96.40285,416.1080345,42.2,40.5,43.4,44516,1955,675,98000,1354.545455
05000US19059,"Dickinson County, Iowa",17046,44.7865,380.605785,48.8,46.5,50.5,57914,1974,667,170500,7090.30303
05000US19061,"Dubuque County, Iowa",96359,158.4072,608.2993929,38.5,37,40.1,56154,1968,720,153000,1592.727273
05000US19063,"Emmet County, Iowa",9820,24.8054,395.8815686,42.5,40.9,43.5,45536,1954,567,84700,2695.151515
05000US19065,"Fayette County, Iowa",20391,27.90115,730.8300116,43.1,40.5,45.7,47711,1947,578,89600,2173.939394
05000US19067,"Floyd County, Iowa",16004,31.96759,500.6320647,44.5,43.1,45.7,46406,1956,544,104600,3992.727273
05000US19069,"Franklin County, Iowa",10393,17.85824,581.9722408,42.5,40.7,45.7,47524,1950,592,86400,1721.818182
05000US19071,"Fremont County, Iowa",7019,13.73246,511.1248021,46.3,44.7,47.6,52922,1958,620,99300,4360.606061
05000US19073,"Greene County, Iowa",9083,15.94707,569.5718003,45,43.2,47.4,47264,1953,580,86400,2965.454545
05000US19075,"Grundy County, Iowa",12373,24.65454,501.8547422,42.5,40.8,44.2,61606,1956,638,127100,3464.848485
05000US19077,"Guthrie County, Iowa",10691,18.10132,590.6200399,45.9,44,47.2,52702,1966,606,104600,3727.878788
05000US19079,"Hamilton County, Iowa",15227,26.40137,576.7503602,43,41.6,44.7,53970,1956,631,95900,2512.727273
05000US19081,"Hancock County, Iowa",11006,19.2748,571.0046162,44.2,42.3,45.8,54813,1958,570,95500,3506.666667
05000US19083,"Hardin County, Iowa",17324,30.42978,569.3107088,44.4,41.3,47.2,51821,1953,576,90400,2451.515152
05000US19085,"Harrison County, Iowa",14335,20.57142,696.8404178,44,42.6,45.3,55845,1950,654,107800,3179.393939
05000US19087,"Henry County, Iowa",19941,45.91262,434.3250393,40.7,39.7,42.1,49606,1965,638,106100,3477.575758
05000US19089,"Howard County, Iowa",9430,19.92613,473.2478946,42.1,40.7,42.8,49199,1952,576,98300,7736.363636
05000US19091,"Humboldt County, Iowa",9607,22.11741,434.363736,43.3,42.3,44.3,47478,1955,621,90200,2812.121212
05000US19093,"Ida County, Iowa",7041,16.3172,431.5077413,44.7,42.9,47,49957,1952,410,88100,4512.727273
05000US19095,"Iowa County, Iowa",16326,27.83837,586.4567589,41.8,41.3,42.5,55099,1961,522,139500,4335.757576
05000US19097,"Jackson County, Iowa",19529,30.70411,636.0386535,44.6,43.6,46.2,49115,1964,615,116400,2806.666667
05000US19099,"Jasper County, Iowa",36715,50.26575,730.4178892,42.6,40.2,45,55503,1965,697,118600,2662.424242
05000US19101,"Jefferson County, Iowa",17662,40.55424,435.5154943,41.1,36.4,45.4,45257,1966,626,110700,4554.545455
05000US19103,"Johnson County, Iowa",142006,231.2674,614.03377,29.9,29.7,30.3,56808,1984,879,202400,2643.030303
05000US19105,"Jones County, Iowa",20481,35.58069,575.6211874,43.8,43.2,44.5,55507,1966,615,130300,5676.969697
05000US19107,"Keokuk County, Iowa",10234,17.66983,579.1792086,44.1,43,45.4,45227,1945,595,79500,1805.454545
05000US19109,"Kossuth County, Iowa",15226,15.65284,972.7310675,45.9,44.8,47.1,54231,1954,616,95800,3300
05000US19111,"Lee County, Iowa",35172,67.96225,517.5226078,43.4,41.2,45.5,44568,1956,592,88100,1606.666667
05000US19113,"Linn County, Iowa",218076,304.1936,716.8986544,37.2,36.1,38.1,60989,1975,709,148600,1123.030303
05000US19115,"Louisa County, Iowa",11251,28.00349,401.7713997,40.7,40,41.6,51615,1963,603,102400,4539.393939
05000US19117,"Lucas County, Iowa",8700,20.20421,430.603385,45.5,43.9,46.9,48768,1962,629,84700,2772.727273
05000US19119,"Lyon County, Iowa",11730,19.96085,587.6502285,38.2,36.3,40.1,59888,1958,580,118900,4778.787879
05000US19121,"Madison County, Iowa",15661,27.91592,561.006139,40.9,40.1,42,60326,1971,826,163000,4092.727273
05000US19123,"Mahaska County, Iowa",22324,39.10572,570.8628272,39.9,38.1,41.1,49599,1964,603,109100,2978.787879
05000US19125,"Marion County, Iowa",33197,59.86936,554.4906617,39.2,38.2,40,57412,1972,652,144800,3743.636364
05000US19127,"Marshall County, Iowa",40735,71.15246,572.5030633,38.7,37.5,40.7,54193,1958,642,104600,2055.757576
05000US19129,"Mills County, Iowa",14841,33.92736,437.4345642,42.8,42.2,43.9,66203,1971,712,154200,3747.272727
05000US19131,"Mitchell County, Iowa",10757,22.92953,469.1330956,43.7,41.8,46.3,52564,1954,555,110500,4323.636364
05000US19133,"Monona County, Iowa",9013,12.98569,694.0718984,47,44.9,49,41455,1946,560,80100,3339.393939
05000US19135,"Monroe County, Iowa",7964,18.36228,433.7152327,43.2,42.5,43.9,47515,1969,601,93400,5856.969697
05000US19137,"Montgomery County, Iowa",10380,24.47554,424.096853,45.2,43.7,47.8,42641,1953,627,80700,3086.666667
05000US19139,"Muscatine County, Iowa",42949,98.1815,437.4449426,38,37.1,38.7,55971,1965,745,126600,2613.939394
05000US19141,"O'Brien County, Iowa",14055,24.52729,573.0351307,43.4,40.7,47.1,52474,1961,588,107800,3863.636364
05000US19143,"Osceola County, Iowa",6154,15.43568,398.6867337,44.3,42.4,46.4,48457,1954,570,85900,3255.151515
05000US19145,"Page County, Iowa",15552,29.07222,534.9436368,44,41.4,45.9,46128,1953,561,85800,2655.757576
05000US19147,"Palo Alto County, Iowa",9155,16.23629,563.860404,42.6,39.7,45.5,49109,1955,561,86600,2243.030303
05000US19149,"Plymouth County, Iowa",24972,28.94202,862.8283745,41.5,40.8,42.1,60339,1966,626,143000,3824.242424
05000US19151,"Pocahontas County, Iowa",7061,12.23233,577.2409633,47.3,46.1,47.8,46250,1947,523,70800,2561.818182
05000US19153,"Polk County, Iowa",459159,800.3683,573.6846225,35,34.2,35.9,61684,1976,827,161100,779.3939394
05000US19155,"Pottawattamie County, Iowa",93198,98.04518,950.5617601,39.3,37.5,41,53260,1964,778,128500,2337.575758
05000US19157,"Poweshiek County, Iowa",18622,31.83696,584.9175888,41,39.8,41.8,50725,1964,658,128100,5728.484848
05000US19159,"Ringgold County, Iowa",5054,9.437895,535.5007606,46,42.6,47.7,46927,1967,534,75700,2931.515152
05000US19161,"Sac County, Iowa",10034,17.44977,575.0220557,45.9,44.2,47.8,49570,1951,528,83200,2239.393939
05000US19163,"Scott County, Iowa",171116,373.543,458.0891649,37.7,36.7,38.7,56454,1969,729,150900,1479.393939
05000US19165,"Shelby County, Iowa",11944,20.21737,590.7790275,47,45.5,47.5,52757,1953,628,107900,3053.939394
05000US19167,"Sioux County, Iowa",34621,45.08733,767.865377,33.3,32.6,34.1,63466,1969,646,147700,3864.242424
05000US19169,"Story County, Iowa",94834,165.5967,572.6803367,25.8,24.7,27.7,51201,1978,814,167800,1863.030303
05000US19171,"Tama County, Iowa",17423,24.16466,721.0115259,43.2,42.1,43.7,53833,1952,658,103300,2006.060606
05000US19173,"Taylor County, Iowa",6209,11.67321,531.9016212,43.4,40.7,45.3,46510,1952,594,74800,2847.272727
05000US19175,"Union County, Iowa",12539,29.59789,423.6450949,40.3,39.5,41.3,45934,1958,598,88100,2835.757576
05000US19177,"Van Buren County, Iowa",7380,15.22312,484.7889025,44.8,43.3,46.5,46769,1961,480,80400,2373.333333
05000US19179,"Wapello County, Iowa",35242,81.60894,431.8399498,39.5,38,41.2,42494,1955,619,81400,1523.030303
05000US19181,"Warren County, Iowa",48170,84.534,569.8299266,38.2,37.5,39.1,67090,1978,770,165200,1963.636364
05000US19183,"Washington County, Iowa",22115,38.87647,568.8530696,41.2,40,42.8,56864,1964,720,127500,4759.393939
05000US19185,"Wayne County, Iowa",6403,12.18547,525.4620547,43.9,42.9,44.7,42088,1956,475,73200,3661.212121
05000US19187,"Webster County, Iowa",37050,51.77338,715.6186484,39.5,36.4,42.6,42196,1955,597,90000,2466.666667
05000US19189,"Winnebago County, Iowa",10580,26.4177,400.4890957,42.8,41.9,44.4,49278,1963,529,93300,2752.727273
05000US19191,"Winneshiek County, Iowa",20789,30.13536,689.8540565,40.6,39.8,41.9,57009,1959,610,159400,2758.787879
05000US19193,"Woodbury County, Iowa",102426,117.3404,872.8963377,35.3,34.1,36.7,49010,1958,693,104300,1679.393939
05000US19195,"Worth County, Iowa",7562,18.89917,400.1234539,44.6,43.8,45.1,49472,1944,540,95100,2722.424242
05000US19197,"Wright County, Iowa",12891,22.20969,580.4223464,44.4,43,45.5,46071,1954,590,76700,3429.69697
05000US20001,"Allen County, Kansas",12951,25.88631,500.3030686,41.7,40.9,44.1,40911,1966,576,73700,3113.333333
05000US20003,"Anderson County, Kansas",7858,13.55654,579.646386,42,41,42.7,42146,1966,593,91200,6293.333333
05000US20005,"Atchison County, Kansas",16557,38.40001,431.1718263,36.6,34.6,38,46103,1960,600,100300,7384.242424
05000US20007,"Barber County, Kansas",4831,4.259843,1134.079225,44.3,44.4,44.3,49455,1952,602,77400,5040.606061
05000US20009,"Barton County, Kansas",27214,30.3931,895.4006212,40.1,38.6,41.7,44449,1959,615,83700,1910.30303
05000US20011,"Bourbon County, Kansas",14751,23.21271,635.4708547,38.1,34.9,41.6,41529,1963,593,82300,2822.424242
05000US20013,"Brown County, Kansas",9810,17.18423,570.8724149,42.9,42,43.6,44672,1952,532,86000,2780.606061
05000US20015,"Butler County, Kansas",66264,46.34278,1429.86685,38,36.7,39,60338,1979,733,137800,2300.606061
05000US20017,"Chase County, Kansas",2694,3.484865,773.0571601,46.2,44.3,47.8,41889,1957,509,83200,4366.666667
05000US20019,"Chautauqua County, Kansas",3470,5.431372,638.8809091,49,47.3,50.8,37927,1956,616,53900,4415.151515
05000US20021,"Cherokee County, Kansas",20737,35.29295,587.5677941,41.7,40.8,42.5,41240,1971,661,74800,2582.424242
05000US20023,"Cheyenne County, Kansas",2679,2.626755,1019.889649,48.5,45.5,50.9,46058,1949,572,84500,2856.363636
05000US20025,"Clark County, Kansas",2131,2.186466,974.6323952,44.5,42,45,42976,1951,643,67300,4440.606061
05000US20027,"Clay County, Kansas",8346,12.93345,645.3034748,42,41.1,42.8,53041,1949,641,99400,7019.393939
05000US20029,"Cloud County, Kansas",9302,13.00357,715.3417915,41.5,38.9,44.7,40947,1945,612,72500,3729.69697
05000US20031,"Coffey County, Kansas",8433,13.45218,626.8874018,44.4,44.2,44.7,57442,1973,600,107300,5295.757576
05000US20033,"Comanche County, Kansas",1898,2.40772,788.2975334,47,44.2,50.1,43542,1945,463,65900,4344.848485
05000US20035,"Cowley County, Kansas",35977,31.95849,1125.741494,38,35.8,40,44960,1958,657,83000,1925.454545
05000US20037,"Crawford County, Kansas",39281,66.60541,589.7569502,32.5,30.5,34.7,37607,1970,696,85100,2077.575758
05000US20039,"Decatur County, Kansas",2886,3.229932,893.5173815,52.1,52.2,52.1,41362,1952,567,61400,4403.636364
05000US20041,"Dickinson County, Kansas",19384,22.88368,847.0666088,41.7,41.2,42.2,48093,1955,631,110300,4450.909091
05000US20043,"Doniphan County, Kansas",7793,19.80909,393.405276,39.6,37.6,41.9,49375,1966,593,92000,4890.909091
05000US20045,"Douglas County, Kansas",116352,255.2294,455.872333,29.1,28.3,29.9,52698,1985,857,181900,2126.666667
05000US20047,"Edwards County, Kansas",2975,4.78377,621.8944891,45.4,45.3,45.6,48684,1946,472,58000,2467.878788
05000US20049,"Elk County, Kansas",2635,4.089936,644.2643966,50.8,49.6,52.8,37393,1951,489,48800,3147.272727
05000US20051,"Ellis County, Kansas",29032,32.26092,899.9123703,32,31.3,33,50140,1972,647,155900,2638.787879
05000US20053,"Ellsworth County, Kansas",6375,8.905556,715.8452935,43.8,41.1,49.2,49134,1956,586,85700,2689.69697
05000US20055,"Finney County, Kansas",36983,28.40559,1301.962233,30.5,29.7,31.4,50712,1976,719,122700,2792.121212
05000US20057,"Ford County, Kansas",34492,31.40573,1098.270787,31.1,31.1,31.2,49688,1972,675,103600,3415.757576
05000US20059,"Franklin County, Kansas",25663,44.88401,571.7625873,39.3,37.8,40.4,51465,1973,753,118200,2412.121212
05000US20061,"Geary County, Kansas",36818,95.72551,384.6205805,26.2,25.4,27.2,45243,1982,1001,136100,4726.060606
05000US20063,"Gove County, Kansas",2682,2.502648,1071.664851,47.7,47,48.3,46681,1958,571,77800,1976.969697
05000US20065,"Graham County, Kansas",2577,2.868028,898.5268009,50.3,49,53,45982,1956,465,72000,4095.757576
05000US20067,"Grant County, Kansas",7748,13.47947,574.799908,32.6,31.1,33.3,54919,1975,661,101000,6405.454545
05000US20069,"Gray County, Kansas",6037,6.948125,868.8674326,35.8,36.6,35.1,59629,1973,643,115300,4875.151515
05000US20071,"Greeley County, Kansas",1235,1.586579,778.4043725,49,48.6,49.2,47000,1965,803,89100,13759.39394
05000US20073,"Greenwood County, Kansas",6304,5.513864,1143.299913,48.6,48.6,48.6,39671,1953,530,59300,2498.787879
05000US20075,"Hamilton County, Kansas",2567,2.575981,996.5136765,32.8,32.6,33,48523,1967,563,88100,4333.939394
05000US20077,"Harper County, Kansas",5798,7.236025,801.2686391,43.2,40.3,46.4,46886,1951,627,66200,2177.575758
05000US20079,"Harvey County, Kansas",34814,64.49953,539.7558661,38.7,37.8,39.5,52463,1969,674,120600,2963.030303
05000US20081,"Haskell County, Kansas",4087,7.076796,577.5212302,36.2,32.5,39.5,55453,1971,671,114800,5700.606061
